Year,State,High.2018
2001,Maine,7.28
2001,Maryland,7.28
2001,Massachusetts,9.55
2001,Michigan,7.28
2001,Minnesota,7.28
2001,Mississippi,0
2001,Missouri,7.28
2001,Montana,7.28
2001,Nebraska,7.28
2001,Nevada,7.28
2001,New Hampshire,7.28
2001,New Jersey,7.28
2001,New Mexico,6.01
2001,New York,7.28
2001,North Carolina,7.28
2001,North Dakota,7.28
2001,Ohio,6.01
2001,Oklahoma,7.28
2001,Oregon,9.19
2001,Pennsylvania,7.28
2001,Puerto Rico,7.28
2001,Rhode Island,8.7
2001,South Carolina,0
2001,South Dakota,7.28
2001,Tennessee,0
2001,Texas,4.74
2001,U.S. Virgin Islands,6.58
2001,Utah,7.28
2001,Vermont,8.84
2001,Virginia,7.28
2001,Washington,9.5
2001,West Virginia,7.28
2001,Wisconsin,7.28
2001,Wyoming,2.26
2002,Alabama,0
2002,Alaska,7.87
2002,Arizona,0
2002,Arkansas,7.17
2002,California,9.4
2002,Colorado,7.17
2002,Connecticut,9.33
2002,Delaware,8.56
2002,District of Columbia,8.56
2002,Federal (FLSA),7.17
2002,Florida,0
2002,Georgia,7.17
2002,Guam,7.17
2002,Hawaii,8
2002,Idaho,7.17
2002,Illinois,7.17
2002,Indiana,7.17
2002,Iowa,7.17
2002,Kansas,3.69
2002,Kentucky,7.17
2002,Louisiana,0
2002,Maine,8
2002,Maryland,7.17
2002,Massachusetts,9.4
2002,Michigan,7.17
2002,Minnesota,7.17
2002,Mississippi,0
2002,Missouri,7.17
2002,Montana,7.17
2002,Nebraska,7.17
2002,Nevada,7.17
2002,New Hampshire,7.17
2002,New Jersey,7.17
2002,New Mexico,5.92
2002,New York,7.17
2002,North Carolina,7.17
2002,North Dakota,7.17
2002,Ohio,5.92
2002,Oklahoma,7.17
2002,Oregon,9.05
2002,Pennsylvania,7.17
2002,Puerto Rico,7.17
2002,Rhode Island,8.56
2002,South Carolina,0
2002,South Dakota,7.17
2002,Tennessee,0
2002,Texas,7.17
2002,U.S. Virgin Islands,6.47
2002,Utah,7.17
2002,Vermont,8.7
2002,Virginia,7.17
2002,Washington,9.61
2002,West Virginia,7.17
2002,Wisconsin,7.17
2002,Wyoming,7.17
2003,Alabama,0
2003,Alaska,9.73
2003,Arizona,0
2003,Arkansas,7.01
2003,California,9.19
2003,Colorado,7.01
2003,Connecticut,9.39
2003,Delaware,8.37
2003,District of Columbia,8.37
2003,Federal (FLSA),7.01
2003,Florida,0
2003,Georgia,7.01
2003,Guam,7.01
2003,Hawaii,8.51
2003,Idaho,7.01
2003,Illinois,7.01
2003,Indiana,7.01
2003,Iowa,7.01
2003,Kansas,3.61
2003,Kentucky,7.01
2003,Louisiana,0
2003,Maine,8.51
2003,Maryland,7.01
2003,Massachusetts,9.19
2003,Michigan,7.01
2003,Minnesota,7.01
2003,Mississippi,0
2003,Missouri,7.01
2003,Montana,7.01
2003,Nebraska,7.01
2003,Nevada,7.01
2003,New Hampshire,7.01
2003,New Jersey,7.01
2003,New Mexico,5.79
2003,New York,7.01
2003,North Carolina,7.01
2003,North Dakota,7.01
2003,Ohio,5.79
2003,Oklahoma,7.01
2003,Oregon,9.39
2003,Pennsylvania,7.01
2003,Puerto Rico,7.01
2003,Rhode Island,8.37
2003,South Carolina,0
2003,South Dakota,7.01
2003,Tennessee,0
2003,Texas,7.01
2003,U.S. Virgin Islands,6.33
2003,Utah,7.01
2003,Vermont,8.51
2003,Virginia,7.01
2003,Washington,9.54
2003,West Virginia,7.01
2003,Wisconsin,7.01
2003,Wyoming,7.01
2004,Alabama,0
2004,Alaska,9.48
2004,Arizona,0
2004,Arkansas,6.83
2004,California,8.95
2004,Colorado,6.83
2004,Connecticut,9.41
2004,Delaware,8.15
2004,District of Columbia,8.15
2004,Federal (FLSA),6.83
2004,Florida,0
2004,Georgia,6.83
2004,Guam,6.83
2004,Hawaii,8.29
2004,Idaho,6.83
2004,Illinois,7.29
2004,Indiana,6.83
2004,Iowa,6.83
2004,Kansas,3.51
2004,Kentucky,6.83
2004,Louisiana,0
2004,Maine,8.29
2004,Maryland,6.83
2004,Massachusetts,8.95
2004,Michigan,6.83
2004,Minnesota,6.83
2004,Mississippi,0
2004,Missouri,6.83
2004,Montana,6.83
2004,Nebraska,6.83
2004,Nevada,6.83
2004,New Hampshire,6.83
2004,New Jersey,6.83
2004,New Mexico,6.83
2004,New York,6.83
2004,North Carolina,6.83
2004,North Dakota,6.83
2004,Ohio,5.63
2004,Oklahoma,6.83
2004,Oregon,9.35
2004,Pennsylvania,6.83
2004,Puerto Rico,6.83
2004,Rhode Island,8.95
2004,South Carolina,0
2004,South Dakota,6.83
2004,Tennessee,0
2004,Texas,6.83
2004,U.S. Virgin Islands,6.16
2004,Utah,6.83
2004,Vermont,8.95
2004,Virginia,6.83
2004,Washington,9.49
2004,West Virginia,6.83
2004,Wisconsin,6.83
2004,Wyoming,6.83
2005,Alabama,0
2005,Alaska,9.17
2005,Arizona,0
2005,Arkansas,6.6
2005,California,8.65
2005,Colorado,6.6
2005,Connecticut,9.1
2005,Delaware,7.89
2005,District of Columbia,8.46
2005,Federal (FLSA),6.6
2005,Florida,0
2005,Georgia,6.6
2005,Guam,6.6
2005,Hawaii,8.01
2005,Idaho,6.6
2005,Illinois,8.33
2005,Indiana,6.6
2005,Iowa,6.6
2005,Kansas,3.4
2005,Kentucky,6.6
2005,Louisiana,0
2005,Maine,8.14
2005,Maryland,6.6
2005,Massachusetts,8.65
2005,Michigan,6.6
2005,Minnesota,6.6
2005,Mississippi,0
2005,Missouri,6.6
2005,Montana,6.6
2005,Nebraska,6.6
2005,Nevada,6.6
2005,New Hampshire,6.6
2005,New Jersey,6.6
2005,New Mexico,6.6
2005,New York,7.69
2005,North Carolina,6.6
2005,North Dakota,6.6
2005,Ohio,5.45
2005,Oklahoma,6.6
2005,Oregon,9.3
2005,Pennsylvania,6.6
2005,Puerto Rico,6.6
2005,Rhode Island,8.65
2005,South Carolina,0
2005,South Dakota,6.6
2005,Tennessee,0
2005,Texas,6.6
2005,U.S. Virgin Islands,5.96
2005,Utah,6.6
2005,Vermont,8.98
2005,Virginia,6.6
2005,Washington,9.42
2005,West Virginia,6.6
2005,Wisconsin,6.6
2005,Wyoming,6.6
2006,Alabama,0
2006,Alaska,8.88
2006,Arizona,0
2006,Arkansas,6.4
2006,California,8.38
2006,Colorado,6.4
2006,Connecticut,9.19
2006,Delaware,7.64
2006,District of Columbia,8.69
2006,Federal (FLSA),6.4
2006,Florida,7.95
2006,Georgia,6.4
2006,Guam,6.4
2006,Hawaii,8.38
2006,Idaho,6.4
2006,Illinois,8.07
2006,Indiana,6.4
2006,Iowa,6.4
2006,Kansas,3.29
2006,Kentucky,6.4
2006,Louisiana,0
2006,Maine,8.07
2006,Maryland,6.4
2006,Massachusetts,8.38
2006,Michigan,6.4
2006,Minnesota,7.64
2006,Mississippi,0
2006,Missouri,6.4
2006,Montana,6.4
2006,Nebraska,6.4
2006,Nevada,6.4
2006,New Hampshire,6.4
2006,New Jersey,7.64
2006,New Mexico,6.4
2006,New York,8.38
2006,North Carolina,6.4
2006,North Dakota,6.4
2006,Ohio,5.28
2006,Oklahoma,6.4
2006,Oregon,9.32
2006,Pennsylvania,6.4
2006,Puerto Rico,6.4
2006,Rhode Island,8.38
2006,South Carolina,0
2006,South Dakota,6.4
2006,Tennessee,0
2006,Texas,6.4
2006,U.S. Virgin Islands,5.78
2006,Utah,6.4
2006,Vermont,9.01
2006,Virginia,6.4
2006,Washington,9.48
2006,West Virginia,6.4
2006,Wisconsin,7.08
2006,Wyoming,6.4
2007,Alabama,0
2007,Alaska,8.63
2007,Arizona,8.15
2007,Arkansas,7.55
2007,California,9.06
2007,Colorado,8.27
2007,Connecticut,9.24
2007,Delaware,8.03
2007,District of Columbia,8.45
2007,Federal (FLSA),6.22
2007,Florida,8.06
2007,Georgia,6.22
2007,Guam,6.22
2007,Hawaii,8.76
2007,Idaho,6.22
2007,Illinois,7.85
2007,Indiana,6.22
2007,Iowa,6.22
2007,Kansas,3.2
2007,Kentucky,6.22
2007,Louisiana,0
2007,Maine,8.15
2007,Maryland,7.43
2007,Massachusetts,9.06
2007,Michigan,8.39
2007,Minnesota,7.43
2007,Mississippi,0
2007,Missouri,7.85
2007,Montana,7.43
2007,Nebraska,6.22
2007,Nevada,7.43
2007,New Hampshire,6.22
2007,New Jersey,8.63
2007,New Mexico,6.22
2007,New York,8.63
2007,North Carolina,7.43
2007,North Dakota,6.22
2007,Ohio,8.27
2007,Oklahoma,6.22
2007,Oregon,9.42
2007,Pennsylvania,7.55
2007,Puerto Rico,6.22
2007,Rhode Island,8.94
2007,South Carolina,0
2007,South Dakota,6.22
2007,Tennessee,0
2007,Texas,6.22
2007,U.S. Virgin Islands,7.43
2007,Utah,6.22
2007,Vermont,9.09
2007,Virginia,6.22
2007,Washington,9.58
2007,West Virginia,7.06
2007,Wisconsin,7.85
2007,Wyoming,6.22
2008,Alabama,0
2008,Alaska,8.32
2008,Arizona,8.02
2008,Arkansas,7.27
2008,California,9.3
2008,Colorado,8.16
2008,Connecticut,8.9
2008,Delaware,8.32
2008,District of Columbia,8.14
2008,Federal (FLSA),6.8
2008,Florida,7.9
2008,Georgia,5.99
2008,Guam,6.8
2008,Hawaii,8.43
2008,Idaho,6.8
2008,Illinois,8.72
2008,Indiana,6.8
2008,Iowa,8.43
2008,Kansas,3.08
2008,Kentucky,6.8
2008,Louisiana,0
2008,Maine,8.14
2008,Maryland,7.15
2008,Massachusetts,9.3
2008,Michigan,8.32
2008,Minnesota,7.15
2008,Mississippi,0
2008,Missouri,7.73
2008,Montana,7.27
2008,Nebraska,6.8
2008,Nevada,7.36
2008,New Hampshire,7.56
2008,New Jersey,8.32
2008,New Mexico,7.56
2008,New York,8.32
2008,North Carolina,7.15
2008,North Dakota,6.8
2008,Ohio,8.14
2008,Oklahoma,6.8
2008,Oregon,9.25
2008,Pennsylvania,8.32
2008,Puerto Rico,5.99
2008,Rhode Island,8.61
2008,South Carolina,0
2008,South Dakota,6.8
2008,Tennessee,0
2008,Texas,6.8
2008,U.S. Virgin Islands,7.15
2008,Utah,6.8
2008,Vermont,8.93
2008,Virginia,6.8
2008,Washington,9.39
2008,West Virginia,7.62
2008,Wisconsin,7.56
2008,Wyoming,5.99
2009,Alabama,0
2009,Alaska,8.35
2009,Arizona,8.46
2009,Arkansas,7.29
2009,California,9.34
2009,Colorado,8.5
2009,Connecticut,9.34
2009,Delaware,8.35
2009,District of Columbia,8.81
2009,Federal (FLSA),7.64
2009,Florida,8.42
2009,Georgia,6.01
2009,Guam,6.83
2009,Hawaii,8.46
2009,Idaho,7.64
2009,Illinois,9.05
2009,Indiana,7.64
2009,Iowa,8.46
2009,Kansas,3.09
2009,Kentucky,7.64
2009,Louisiana,0
2009,Maine,8.46
2009,Maryland,7.64
2009,Massachusetts,9.34
2009,Michigan,8.64
2009,Minnesota,7.18
2009,Mississippi,0
2009,Missouri,8.23
2009,Montana,8.05
2009,Nebraska,7.64
2009,Nevada,8
2009,New Hampshire,8.46
2009,New Jersey,8.35
2009,New Mexico,8.75
2009,New York,8.35
2009,North Carolina,7.64
2009,North Dakota,7.64
2009,Ohio,8.52
2009,Oklahoma,7.64
2009,Oregon,9.8
2009,Pennsylvania,8.35
2009,Puerto Rico,4.79
2009,Rhode Island,8.64
2009,South Carolina,0
2009,South Dakota,7.64
2009,Tennessee,0
2009,Texas,7.64
2009,U.S. Virgin Islands,7.18
2009,Utah,7.64
2009,Vermont,9.41
2009,Virginia,7.64
2009,Washington,9.98
2009,West Virginia,8.46
2009,Wisconsin,7.59
2009,Wyoming,6.01
2010,Alabama,0
2010,Alaska,8.9
2010,Arizona,8.33
2010,Arkansas,7.18
2010,California,9.19
2010,Colorado,8.31
2010,Connecticut,9.47
2010,Delaware,8.33
2010,District of Columbia,9.47
2010,Federal (FLSA),8.33
2010,Florida,8.33
2010,Georgia,5.91
2010,Guam,8.33
2010,Hawaii,8.33
2010,Idaho,8.33
2010,Illinois,9.19
2010,Indiana,8.33
2010,Iowa,8.33
2010,Kansas,8.33
2010,Kentucky,8.33
2010,Louisiana,0
2010,Maine,8.61
2010,Maryland,8.33
2010,Massachusetts,9.19
2010,Michigan,8.5
2010,Minnesota,7.06
2010,Mississippi,0
2010,Missouri,8.33
2010,Montana,8.33
2010,Nebraska,8.33
2010,Nevada,8.67
2010,New Hampshire,8.33
2010,New Jersey,8.33
2010,New Mexico,8.61
2010,New York,8.33
2010,North Carolina,8.33
2010,North Dakota,8.33
2010,Ohio,8.38
2010,Oklahoma,8.33
2010,Oregon,9.65
2010,Pennsylvania,8.33
2010,Puerto Rico,8.33
2010,Rhode Island,8.5
2010,South Carolina,0
2010,South Dakota,8.33
2010,Tennessee,0
2010,Texas,8.33
2010,U.S. Virgin Islands,8.33
2010,Utah,8.33
2010,Vermont,9.26
2010,Virginia,8.33
2010,Washington,9.82
2010,West Virginia,8.33
2010,Wisconsin,8.33
2010,Wyoming,5.91
2011,Alabama,0
2011,Alaska,8.63
2011,Arizona,8.18
2011,Arkansas,6.96
2011,California,8.91
2011,Colorado,8.19
2011,Connecticut,9.18
2011,Delaware,8.07
2011,District of Columbia,9.18
2011,Federal (FLSA),8.07
2011,Florida,8.07
2011,Georgia,5.73
2011,Guam,8.07
2011,Hawaii,8.07
2011,Idaho,8.07
2011,Illinois,9.18
2011,Indiana,8.07
2011,Iowa,8.07
2011,Kansas,8.07
2011,Kentucky,8.07
2011,Louisiana,0
2011,Maine,8.35
2011,Maryland,8.07
2011,Massachusetts,8.91
2011,Michigan,8.24
2011,Minnesota,6.85
2011,Mississippi,0
2011,Missouri,8.07
2011,Montana,8.18
2011,Nebraska,8.07
2011,Nevada,9.18
2011,New Hampshire,8.07
2011,New Jersey,8.07
2011,New Mexico,8.35
2011,New York,8.07
2011,North Carolina,8.07
2011,North Dakota,8.07
2011,Ohio,8.24
2011,Oklahoma,8.07
2011,Oregon,9.46
2011,Pennsylvania,8.07
2011,Puerto Rico,8.07
2011,Rhode Island,8.24
2011,South Carolina,0
2011,South Dakota,8.07
2011,Tennessee,0
2011,Texas,8.07
2011,U.S. Virgin Islands,8.07
2011,Utah,8.07
2011,Vermont,9.07
2011,Virginia,8.07
2011,Washington,9.65
2011,West Virginia,8.07
2011,Wisconsin,8.07
2011,Wyoming,5.73
2012,Alabama,0
2012,Alaska,8.45
2012,Arizona,8.34
2012,Arkansas,6.82
2012,California,8.72
2012,Colorado,8.33
2012,Connecticut,9
2012,Delaware,7.91
2012,District of Columbia,9
2012,Federal (FLSA),7.91
2012,Florida,8.37
2012,Georgia,5.62
2012,Guam,7.91
2012,Hawaii,7.91
2012,Idaho,7.91
2012,Illinois,9
2012,Indiana,7.91
2012,Iowa,7.91
2012,Kansas,7.91
2012,Kentucky,7.91
2012,Louisiana,0
2012,Maine,8.18
2012,Maryland,7.91
2012,Massachusetts,8.72
2012,Michigan,8.07
2012,Minnesota,6.71
2012,Mississippi,0
2012,Missouri,7.91
2012,Montana,8.34
2012,Nebraska,7.91
2012,Nevada,9
2012,New Hampshire,7.91
2012,New Jersey,7.91
2012,New Mexico,8.18
2012,New York,7.91
2012,North Carolina,7.91
2012,North Dakota,7.91
2012,Ohio,8.4
2012,Oklahoma,7.91
2012,Oregon,9.6
2012,Pennsylvania,7.91
2012,Puerto Rico,7.91
2012,Rhode Island,8.07
2012,South Carolina,0
2012,South Dakota,7.91
2012,Tennessee,0
2012,Texas,7.91
2012,U.S. Virgin Islands,7.91
2012,Utah,7.91
2012,Vermont,9.23
2012,Virginia,7.91
2012,Washington,9.86
2012,West Virginia,7.91
2012,Wisconsin,7.91
2012,Wyoming,5.62
2013,Alabama,0
2013,Alaska,8.33
2013,Arizona,8.38
2013,Arkansas,6.72
2013,California,8.6
2013,Colorado,8.36
2013,Connecticut,8.87
2013,Delaware,7.79
2013,District of Columbia,8.87
2013,Federal (FLSA),7.79
2013,Florida,8.37
2013,Georgia,5.54
2013,Guam,7.79
2013,Hawaii,7.79
2013,Idaho,7.79
2013,Illinois,8.87
2013,Indiana,7.79
2013,Iowa,7.79
2013,Kansas,7.79
2013,Kentucky,7.79
2013,Louisiana,0
2013,Maine,8.06
2013,Maryland,7.79
2013,Massachusetts,8.6
2013,Michigan,7.95
2013,Minnesota,6.61
2013,Mississippi,0
2013,Missouri,7.9
2013,Montana,8.38
2013,Nebraska,7.79
2013,Nevada,8.87
2013,New Hampshire,7.79
2013,New Jersey,7.79
2013,New Mexico,8.06
2013,New York,7.79
2013,North Carolina,7.79
2013,North Dakota,7.79
2013,Ohio,8.44
2013,Oklahoma,7.79
2013,Oregon,9.62
2013,Pennsylvania,7.79
2013,Puerto Rico,7.79
2013,Rhode Island,8.33
2013,South Carolina,0
2013,South Dakota,7.79
2013,Tennessee,0
2013,Texas,7.79
2013,U.S. Virgin Islands,7.79
2013,Utah,7.79
2013,Vermont,9.24
2013,Virginia,7.79
2013,Washington,9.88
2013,West Virginia,7.79
2013,Wisconsin,7.79
2013,Wyoming,5.54
2014,Alabama,0
2014,Alaska,8.2
2014,Arizona,8.36
2014,Arkansas,6.61
2014,California,9.52
2014,Colorado,8.46
2014,Connecticut,9.2
2014,Delaware,8.2
2014,District of Columbia,10.05
2014,Federal (FLSA),7.67
2014,Florida,8.39
2014,Georgia,5.45
2014,Guam,7.67
2014,Hawaii,7.67
2014,Idaho,7.67
2014,Illinois,8.73
2014,Indiana,7.67
2014,Iowa,7.67
2014,Kansas,7.67
2014,Kentucky,7.67
2014,Louisiana,0
2014,Maine,7.93
2014,Maryland,7.67
2014,Massachusetts,8.46
2014,Michigan,8.62
2014,Minnesota,8.46
2014,Mississippi,0
2014,Missouri,7.93
2014,Montana,8.36
2014,Nebraska,7.67
2014,Nevada,8.73
2014,New Hampshire,7.67
2014,New Jersey,8.73
2014,New Mexico,7.93
2014,New York,8.46
2014,North Carolina,7.67
2014,North Dakota,7.67
2014,Ohio,8.41
2014,Oklahoma,7.67
2014,Oregon,9.63
2014,Pennsylvania,7.67
2014,Puerto Rico,7.67
2014,Rhode Island,8.46
2014,South Carolina,0
2014,South Dakota,7.67
2014,Tennessee,0
2014,Texas,7.67
2014,U.S. Virgin Islands,7.67
2014,Utah,7.67
2014,Vermont,9.23
2014,Virginia,7.67
2014,Washington,9.86
2014,West Virginia,7.67
2014,Wisconsin,7.67
2014,Wyoming,5.45
2015,Alabama,0
2015,Alaska,9.24
2015,Arizona,8.5
2015,Arkansas,7.92
2015,California,9.51
2015,Colorado,8.69
2015,Connecticut,9.67
2015,Delaware,8.72
2015,District of Columbia,11.09
2015,Federal (FLSA),7.66
2015,Florida,8.5
2015,Georgia,5.44
2015,Guam,8.72
2015,Hawaii,8.19
2015,Idaho,7.66
2015,Illinois,8.72
2015,Indiana,7.66
2015,Iowa,7.66
2015,Kansas,7.66
2015,Kentucky,7.66
2015,Louisiana,0
2015,Maine,7.92
2015,Maryland,8.72
2015,Massachusetts,9.51
2015,Michigan,8.61
2015,Minnesota,9.51
2015,Mississippi,0
2015,Missouri,8.08
2015,Montana,8.5
2015,Nebraska,8.45
2015,Nevada,8.72
2015,New Hampshire,7.66
2015,New Jersey,8.85
2015,New Mexico,7.92
2015,New York,9.24
2015,North Carolina,7.66
2015,North Dakota,7.66
2015,Ohio,8.56
2015,Oklahoma,7.66
2015,Oregon,9.77
2015,Pennsylvania,7.66
2015,Puerto Rico,7.66
2015,Rhode Island,9.51
2015,South Carolina,0
2015,South Dakota,8.98
2015,Tennessee,0
2015,Texas,7.66
2015,U.S. Virgin Islands,7.66
2015,Utah,7.66
2015,Vermont,9.67
2015,Virginia,7.66
2015,Washington,10
2015,West Virginia,8.45
2015,Wisconsin,7.66
2015,Wyoming,5.44
2016,Alabama,0
2016,Alaska,10.17
2016,Arizona,8.4
2016,Arkansas,8.35
2016,California,10.43
2016,Colorado,8.67
2016,Connecticut,10.02
2016,Delaware,8.61
2016,District of Columbia,12
2016,Federal (FLSA),7.56
2016,Florida,8.4
2016,Georgia,5.37
2016,Guam,8.61
2016,Hawaii,8.87
2016,Idaho,7.56
2016,Illinois,8.61
2016,Indiana,7.56
2016,Iowa,7.56
2016,Kansas,7.56
2016,Kentucky,7.56
2016,Louisiana,0
2016,Maine,7.82
2016,Maryland,9.13
2016,Massachusetts,10.43
2016,Michigan,8.87
2016,Minnesota,9.91
2016,Mississippi,0
2016,Missouri,7.98
2016,Montana,8.4
2016,Nebraska,9.39
2016,Nevada,8.61
2016,New Hampshire,7.56
2016,New Jersey,8.74
2016,New Mexico,7.82
2016,New York,9.39
2016,North Carolina,7.56
2016,North Dakota,7.56
2016,Ohio,8.45
2016,Oklahoma,7.56
2016,Oregon,10.17
2016,Pennsylvania,7.56
2016,Puerto Rico,7.56
2016,Rhode Island,10.02
2016,South Carolina,0
2016,South Dakota,8.92
2016,Tennessee,0
2016,Texas,7.56
2016,U.S. Virgin Islands,7.56
2016,Utah,7.56
2016,Vermont,10.02
2016,Virginia,7.56
2016,Washington,9.88
2016,West Virginia,9.13
2016,Wisconsin,7.56
2016,Wyoming,5.37
2017,Alabama,0
2017,Alaska,10.01
2017,Arizona,10.22
2017,Arkansas,8.68
2017,California,10.22
2017,Colorado,9.5
2017,Connecticut,10.32
2017,Delaware,8.43
2017,District of Columbia,11.75
2017,Federal (FLSA),7.41
2017,Florida,8.27
2017,Georgia,5.26
2017,Guam,8.43
2017,Hawaii,9.45
2017,Idaho,7.41
2017,Illinois,8.43
2017,Indiana,7.41
2017,Iowa,7.41
2017,Kansas,7.41
2017,Kentucky,7.41
2017,Louisiana,0
2017,Maine,9.19
2017,Maryland,8.94
2017,Massachusetts,11.24
2017,Michigan,9.09
2017,Minnesota,9.7
2017,Mississippi,0
2017,Missouri,7.87
2017,Montana,8.33
2017,Nebraska,9.19
2017,Nevada,8.43
2017,New Hampshire,7.41
2017,New Jersey,8.62
2017,New Mexico,7.66
2017,New York,9.91
2017,North Carolina,7.41
2017,North Dakota,7.41
2017,Ohio,8.33
2017,Oklahoma,7.41
2017,Oregon,9.96
2017,Pennsylvania,7.41
2017,Puerto Rico,7.41
2017,Rhode Island,9.81
2017,South Carolina,0
2017,South Dakota,8.84
2017,Tennessee,0
2017,Texas,7.41
2017,U.S. Virgin Islands,7.41
2017,Utah,7.41
2017,Vermont,10.22
2017,Virginia,7.41
2017,Washington,11.24
2017,West Virginia,8.94
2017,Wisconsin,7.41
2017,Wyoming,5.26
